Name,Position,Swim,SwimBike,Bike,BikeRun,Run,Final,Gender,Division
Allison Nakisher,"1,518",1:35:03,00:15:13,7:06:04,00:20:27,5:58:23,15:15:10,F,50-54

Daron Whisman,"1,519",1:35:43,00:14:23,6:39:11,00:12:44,6:33:12,15:15:12,M,50-54

Daniel Rodriguez Cervantes,"1,520",1:26:49,00:13:26,7:17:54,00:18:04,5:59:23,15:15:36,M,18-24

Brian Rivera,"1,521",1:53:32,00:07:53,5:38:34,00:06:33,7:29:14,15:15:47,M,45-49

Qing Li,"1,522",1:10:41,00:10:12,7:33:55,00:08:53,6:12:30,15:16:10,F,30-34

Erica Krause,"1,523",1:35:19,00:15:39,7:09:09,00:14:08,6:02:10,15:16:25,F,45-49

Scott Jorgensen,"1,524",1:38:06,00:12:13,6:26:53,00:31:53,6:27:23,15:16:29,M,40-44

Art Rascon,"1,525",1:42:01,00:14:29,6:40:44,00:17:46,6:21:38,15:16:37,M,60-64

Joshua Jones,"1,526",1:37:59,00:20:23,7:10:37,00:19:19,5:48:32,15:16:48,M,35-39

Gary Collins,"1,527",1:29:15,00:18:36,6:52:44,00:18:07,6:18:12,15:16:55,M,50-54

Jared Kaminski,"1,528",1:00:28,00:09:58,6:59:57,00:13:18,6:53:32,15:17:12,M,35-39

Joerg Hermans,"1,529",1:40:25,00:13:57,7:26:51,00:12:18,5:44:09,15:17:39,M,55-59

John Battaliou,"1,530",1:34:49,00:10:03,6:48:00,00:13:08,6:31:41,15:17:41,M,55-59

Antonio Saffioti,"1,531",1:30:19,00:08:27,7:18:10,00:12:31,6:08:16,15:17:42,M,45-49

Cassie Grinestaff,"1,532",1:28:33,00:08:07,6:58:27,00:13:33,6:29:09,15:17:48,F,30-34

Daniel Braak,"1,533",1:27:59,00:11:24,7:21:50,00:19:38,5:57:10,15:18:00,M,35-39

Shanna Coulter,"1,534",1:31:34,00:18:19,7:34:12,00:12:50,5:41:21,15:18:16,F,40-44

Susanne Ciaglia,"1,535",1:35:35,00:11:42,7:30:53,00:11:23,5:48:58,15:18:32,F,40-44

Marc Baillargeon,"1,536",1:26:09,00:11:42,7:10:18,00:20:48,6:09:47,15:18:43,M,50-54

Hector Garcia,"1,537",1:53:20,00:14:43,6:45:08,00:09:45,6:15:51,15:18:46,M,45-49

James Lee,"1,538",1:40:29,00:16:22,6:55:50,00:24:00,6:02:08,15:18:49,M,35-39

Jennifer Pineda,"1,539",1:17:32,00:09:53,6:56:21,00:14:36,6:40:50,15:19:12,F,45-49

Katherine Ko,"1,540",1:44:24,00:13:58,8:00:40,00:18:19,5:02:33,15:19:54,F,25-29

Carrie Glenn,"1,541",1:27:21,00:08:44,6:58:08,00:11:50,6:34:14,15:20:16,F,50-54

John Luft,"1,542",1:04:54,00:09:07,6:24:19,00:11:26,7:30:38,15:20:24,M,55-59

Adriana Barker,"1,543",1:36:36,00:08:02,7:22:49,00:07:15,6:05:50,15:20:32,F,45-49

Wade Bearden,"1,544",1:44:48,00:18:23,7:32:58,00:11:08,5:33:21,15:20:38,M,35-39

Armando Villarreal,"1,545",1:53:44,00:11:12,7:13:26,00:07:47,5:54:55,15:21:03,M,30-34

Neil Hall,"1,546",1:40:57,00:11:58,7:06:06,00:14:12,6:08:11,15:21:24,M,55-59

Chris Owens,"1,547",1:47:58,00:06:30,6:41:37,00:12:52,6:33:01,15:21:57,F,55-59

Monte Crunk,"1,548",1:27:27,00:14:40,6:31:43,00:09:47,6:58:31,15:22:08,M,45-49

Craig Osborne,"1,549",1:26:10,00:15:21,6:35:17,00:15:27,6:50:41,15:22:57,M,50-54

Mario Agosto,"1,550",1:29:46,00:12:53,7:04:14,00:12:44,6:23:32,15:23:09,M,60-64

Jesus Lizarraga,"1,551",1:30:29,00:15:01,7:53:48,00:17:12,5:26:39,15:23:10,M,40-44

Joseph Meyer,"1,552",1:20:12,00:14:54,6:46:45,00:17:43,6:43:55,15:23:29,M,40-44

Nathan Maughan,"1,553",1:29:48,00:17:10,6:33:09,00:30:26,6:33:01,15:23:34,M,50-54

Tina Brown,"1,554",1:28:48,00:13:50,7:10:56,00:14:15,6:15:56,15:23:44,F,50-54

Roy Garcia,"1,555",1:48:06,00:09:27,6:43:02,00:07:28,6:35:51,15:23:53,M,60-64

Mark Wilkens,"1,556",1:07:09,00:11:34,7:12:52,00:15:03,6:37:34,15:24:11,M,60-64

Jeremy Newman,"1,557",1:25:15,00:12:31,6:15:11,00:08:51,7:22:24,15:24:13,M,40-44

Ambar Dev,"1,558",1:27:03,00:14:05,7:07:23,00:13:44,6:22:10,15:24:24,M,45-49

Joshua Beltran,"1,559",1:30:06,00:13:08,6:54:42,00:15:18,6:31:15,15:24:30,M,18-24

Russell Rohlfs,"1,560",1:15:55,00:08:43,7:06:50,00:14:03,6:39:21,15:24:51,M,45-49

Brett Sandy,"1,561",1:47:52,00:15:09,7:08:25,00:11:51,6:01:37,15:24:54,M,30-34

Vivek Shitole,"1,562",1:39:59,00:22:36,7:09:48,00:21:05,5:51:31,15:25:00,M,40-44

Elena Ibarra,"1,563",1:30:29,00:15:31,7:01:51,00:09:54,6:27:21,15:25:07,F,50-54

Michael Sullivan,"1,564",1:46:00,00:10:50,7:02:36,00:10:34,6:15:15,15:25:14,M,30-34

Kristie Vanauken,"1,565",1:13:48,00:10:07,6:31:50,00:23:32,7:06:08,15:25:26,F,55-59

Jana Johnson,"1,566",1:27:10,00:13:31,7:06:24,00:11:21,6:27:13,15:25:38,F,40-44

Sandy Brito,"1,567",1:22:30,00:11:27,7:34:45,00:10:41,6:06:31,15:25:54,F,35-39

Sharon Bryan,"1,568",1:16:18,00:11:57,7:02:59,00:13:57,6:41:13,15:26:24,F,50-54

Michael Schmidt,"1,569",1:38:09,00:18:33,6:57:51,00:21:47,6:10:15,15:26:35,M,60-64

Scott Benson,"1,570",1:40:28,00:12:54,6:50:02,00:11:34,6:32:01,15:26:59,M,45-49

Scott Mueller,"1,571",1:33:17,00:14:51,6:52:25,00:14:39,6:31:48,15:27:00,M,45-49

Kaustubh Radkar,"1,572",00:55:41,00:05:20,7:55:21,00:12:46,6:17:53,15:27:01,M,40-44

Chad Johnston,"1,573",1:39:09,00:07:46,6:36:57,00:11:53,6:51:34,15:27:18,M,45-49

Anna-Claire Biggerstaff,"1,574",1:28:09,00:11:38,7:40:41,00:11:42,5:55:17,15:27:27,F,18-24

Guillermo Tijerina,"1,575",1:39:03,00:11:50,7:36:18,00:09:15,5:51:09,15:27:35,M,45-49

Brent Woods,"1,576",1:22:25,00:16:15,6:55:39,00:16:46,6:36:34,15:27:38,M,40-44

Adam Logsdon,"1,577",1:25:05,00:12:00,6:58:40,00:14:59,6:36:58,15:27:43,M,35-39

Kevin Wood,"1,578",1:44:01,00:14:27,8:04:50,00:09:39,5:14:46,15:27:45,M,40-44

Thuy Nguyen,"1,579",2:08:56,00:10:17,7:13:29,00:12:43,5:42:34,15:28:00,M,50-54

Eric Munsayac,"1,580",2:08:04,00:11:18,7:19:26,00:11:06,5:38:24,15:28:18,M,40-44

Christina (Kiki) Mcarthur,"1,581",1:20:35,00:11:36,7:38:21,00:12:52,6:05:01,15:28:25,F,40-44

Fernando Vazquez,"1,582",1:31:07,00:10:10,6:41:42,00:12:09,6:53:28,15:28:35,M,60-64

Adnan Afzal,"1,583",2:06:08,00:14:08,6:53:11,00:11:46,6:03:25,15:28:38,M,55-59

Nick Parker,"1,584",1:27:04,00:11:54,6:38:07,00:22:33,6:49:12,15:28:50,M,40-44

Renee Parsons,"1,585",1:53:29,00:15:18,6:57:11,00:15:48,6:07:26,15:29:12,F,60-64

Kristin Painter,"1,586",1:46:44,00:09:48,7:36:24,00:10:33,5:46:02,15:29:33,F,30-34

Gabriella Waller,"1,587",1:51:56,00:14:10,6:52:33,00:12:36,6:18:34,15:29:48,F,30-34

Lynn Brannon,"1,588",1:30:13,00:09:54,6:52:48,00:14:22,6:42:48,15:30:04,F,55-59

Phong Nguyen,"1,589",1:40:27,00:08:29,6:23:50,00:11:39,7:05:40,15:30:05,M,45-49

Kristina Balogh,"1,590",1:46:58,00:15:36,7:13:12,00:12:25,6:01:56,15:30:07,F,35-39

Alyssa Fields,"1,591",1:39:52,00:08:37,6:55:26,00:09:04,6:37:15,15:30:15,F,30-34

Jared Jenson,"1,592",1:31:13,00:08:17,6:36:42,00:13:35,7:00:49,15:30:36,M,50-54

Faith Morrell,"1,593",1:39:38,00:13:33,7:23:49,00:13:32,6:00:58,15:31:31,F,50-54

Sean Macmaster,"1,594",1:27:59,00:42:03,7:14:39,00:15:03,5:52:06,15:31:50,M,45-49

Kathy Barbour,"1,595",2:01:12,00:08:53,7:14:43,00:15:02,5:52:05,15:31:55,F,45-49

Lauren Callahan,"1,596",1:47:11,00:11:08,7:42:55,00:08:35,5:42:16,15:32:05,F,40-44

Sarah Pirlot,"1,597",1:33:18,00:10:34,6:55:34,00:11:30,6:41:18,15:32:14,F,50-54

Silvia Chaves Madrigal,"1,598",1:48:39,00:14:24,7:57:47,00:09:43,5:21:46,15:32:19,F,35-39

Dave Franke,"1,599",1:35:48,00:15:25,6:54:48,00:15:33,6:30:47,15:32:20,M,55-59

Jeff Stinson,"1,600",1:18:40,00:10:37,6:16:20,00:10:53,7:36:32,15:33:03,M,55-59

Kelly Weniger,"1,601",1:44:58,00:11:41,8:05:32,00:10:59,5:20:06,15:33:17,F,30-34

Jerrold Marasco,"1,602",1:34:34,00:13:06,6:38:27,00:11:13,6:56:11,15:33:30,M,50-54

Marvin Nyadzayo,"1,603",1:40:04,00:17:18,7:38:11,00:20:07,5:38:01,15:33:41,M,45-49

Laura Wendelberger,"1,604",1:27:41,00:13:26,7:52:23,00:13:05,5:47:19,15:33:54,F,25-29

Kelly Carmichael,"1,605",1:43:43,00:12:04,7:17:36,00:12:19,6:08:25,15:34:06,M,60-64

Carla Jo Reid,"1,606",1:35:48,00:15:37,6:56:15,00:10:42,6:35:56,15:34:19,F,50-54

Jason Foutz,"1,607",1:10:49,00:07:56,6:26:43,00:11:43,7:37:26,15:34:37,M,50-54

Stuart Muirhead,"1,608",1:00:51,00:08:42,6:30:47,00:16:36,7:37:51,15:34:47,M,55-59

Elaina Wickman,"1,609",1:40:44,00:15:15,7:22:29,00:13:45,6:03:01,15:35:14,F,30-34

Michelle Rexwinkle,"1,610",1:35:38,00:12:31,7:30:24,00:13:44,6:03:03,15:35:20,F,35-39

Daniel Gonzalez,"1,611",1:29:58,00:22:41,6:50:55,00:24:21,6:27:49,15:35:43,M,45-49

John Larson,"1,612",1:25:30,00:12:26,8:05:41,00:10:58,5:41:10,15:35:45,M,30-34

Manuel Arambulo,"1,613",2:10:20,00:07:42,6:53:38,00:07:19,6:17:13,15:36:12,M,40-44

Mendy Meriwether,"1,614",1:45:30,00:12:14,7:33:00,00:13:14,5:52:20,15:36:17,F,50-54

Duke Hoang,"1,615",1:55:11,00:22:16,6:43:42,00:18:11,6:17:18,15:36:38,M,55-59

Rishon Kimber,"1,616",2:23:24,00:08:38,6:32:17,00:14:35,6:17:49,15:36:44,M,40-44

Shao-Tai Wu,"1,617",1:43:12,00:10:48,6:37:31,00:11:15,6:54:09,15:36:56,M,45-49

Adam Carter,"1,618",1:35:54,00:13:50,7:18:59,00:14:09,6:14:21,15:37:13,M,40-44

Evelyn Teeple,"1,619",1:31:32,00:16:27,7:09:44,00:15:10,6:24:21,15:37:15,F,18-24

Raul Ramirez,"1,620",1:30:12,00:18:31,7:09:34,00:16:27,6:23:07,15:37:51,M,35-39

Jeanette Anderson,"1,621",1:43:41,00:10:56,7:02:40,00:16:45,6:24:22,15:38:24,F,60-64

Hemant Parmar,"1,622",1:43:20,00:13:07,6:49:41,00:16:13,6:36:16,15:38:36,M,45-49

Phuong Vuong,"1,623",1:49:15,00:11:40,6:46:58,00:12:19,6:38:56,15:39:08,F,50-54

Ricardo Fontanet,"1,624",1:45:34,00:09:41,7:15:26,00:08:46,6:20:50,15:40:18,M,40-44

Mariola Monagas,"1,625",1:45:37,00:09:45,7:15:30,00:08:51,6:20:40,15:40:23,F,35-39

Juan Medrano,"1,626",1:42:43,00:13:37,7:31:15,00:15:25,5:57:30,15:40:30,M,40-44

Sarah Green,"1,627",1:24:43,00:09:15,6:40:43,00:08:52,7:17:33,15:41:05,F,65-69

Daniel Ribeiro Silva,"1,628",1:49:30,00:13:08,7:07:10,00:13:19,6:18:09,15:41:16,M,30-34

Steven Ton,"1,629",1:34:37,00:16:17,7:19:55,00:18:02,6:12:29,15:41:20,M,50-54

Benjamin Proko,"1,630",1:24:38,00:09:57,6:17:09,00:17:51,7:31:51,15:41:26,M,40-44

Katie Seymour,"1,631",1:19:49,00:11:57,7:44:45,00:14:47,6:10:12,15:41:31,F,40-44

Luis Alvarez,"1,632",1:24:21,00:13:48,6:31:08,00:16:09,7:16:09,15:41:35,M,60-64

Neal Bracewell,"1,633",1:26:02,00:12:14,7:21:48,00:12:35,6:29:02,15:41:41,M,50-54

Bill Butzner,"1,634",1:45:07,00:10:40,7:12:11,00:09:25,6:24:24,15:41:47,M,65-69

Efren Hernandez,"1,635",1:40:17,00:19:40,7:02:47,00:24:03,6:15:04,15:41:51,M,40-44

Manny Beck,"1,636",1:59:30,00:11:21,7:24:35,00:14:46,5:52:08,15:42:20,M,25-29

Trisha Turner,"1,637",1:27:16,00:06:50,6:32:35,00:14:47,7:21:12,15:42:40,F,45-49

Christina Stefanelli,"1,638",1:24:37,00:06:02,7:57:30,00:05:54,6:08:51,15:42:54,F,30-34

Ram Rajagopalan,"1,639",1:39:47,00:20:56,6:46:37,00:19:17,6:36:24,15:43:01,M,60-64

Joanna Castaneda,"1,640",1:43:41,00:17:10,7:47:29,00:12:11,5:42:43,15:43:13,F,30-34

Shayan Izaddoost,"1,641",1:34:10,00:13:45,7:12:47,00:15:45,6:26:58,15:43:26,M,45-49

Tammy Grado,"1,642",2:14:53,00:14:58,7:11:48,00:21:41,5:40:08,15:43:28,F,55-59

Candelario Lopez,"1,643",2:06:15,00:17:12,6:59:21,00:14:54,6:05:49,15:43:31,M,50-54

Natalie Weintz,"1,644",1:50:47,00:11:27,6:54:59,00:19:53,6:26:28,15:43:34,F,40-44

Lucas Langton,"1,645",1:21:54,00:12:38,6:37:02,00:11:40,7:20:32,15:43:46,M,35-39

John Westerman,"1,646",1:31:45,00:12:15,6:45:36,00:13:01,7:01:25,15:44:02,M,40-44

Andrew Meloni,"1,647",1:53:30,00:17:21,6:50:54,00:13:07,6:29:29,15:44:22,M,25-29

Steven White,"1,648",1:37:54,00:13:16,7:03:09,00:11:43,6:38:32,15:44:34,M,30-34

Laura Evans,"1,649",1:37:51,00:14:35,6:53:50,00:14:31,6:43:49,15:44:35,F,50-54

Francisco Ayala,"1,650",1:38:16,00:15:58,6:56:16,00:13:57,6:40:56,15:45:24,M,45-49

Alan Rauckhorst,"1,651",1:32:38,00:13:29,7:15:42,00:13:53,6:30:05,15:45:47,M,60-64

Laura Stevenson,"1,652",1:54:39,00:33:15,7:04:02,00:27:27,5:46:32,15:45:55,F,55-59

Jeffrey Le,"1,653",1:29:11,00:12:36,7:04:19,00:11:43,6:48:14,15:46:04,M,50-54

Renie Burbank,"1,654",1:33:19,00:14:36,7:15:11,00:11:06,6:32:08,15:46:20,F,60-64

Blair Downer,"1,655",1:34:58,00:09:48,7:08:46,00:09:58,6:42:56,15:46:26,M,40-44

Eric Lane,"1,656",1:34:25,00:15:28,6:33:16,00:13:02,7:10:41,15:46:51,M,55-59

Jean-Francois Bouchard,"1,657",1:36:31,00:10:05,6:58:08,00:10:29,6:51:47,15:47:01,M,40-44

Pete Tomassi,"1,658",1:35:35,00:16:46,7:52:26,00:12:54,5:49:26,15:47:07,M,55-59

Chris Duggan,"1,659",1:38:05,00:13:18,6:53:32,00:12:29,6:50:07,15:47:30,M,55-59

Jillian Culver,"1,660",1:31:38,00:11:54,7:31:32,00:13:45,6:19:22,15:48:11,F,35-39

Patricia Mcquade,"1,661",1:46:11,00:11:22,7:14:43,00:11:46,6:24:18,15:48:18,F,65-69

Josh Holtkort,"1,662",1:05:50,00:09:53,6:56:21,00:22:20,7:13:55,15:48:19,M,30-34

Natalie Williams,"1,663",1:26:08,00:10:07,7:02:32,00:10:59,6:59:02,15:48:48,F,35-39

Pattie Wallner,"1,664",1:31:07,00:10:57,6:57:21,00:12:46,6:56:38,15:48:49,F,60-64

Steve Daniel,"1,665",1:19:35,00:15:20,6:58:53,00:19:56,6:55:46,15:49:31,M,65-69

Lisa Haas,"1,666",1:42:13,00:13:16,7:03:25,00:15:11,6:36:18,15:50:24,F,60-64

Richard Levy,"1,667",1:35:01,00:14:21,8:06:28,00:13:13,5:42:09,15:51:11,M,50-54

Taylor Earl,"1,668",1:33:14,00:23:59,7:38:38,00:23:28,5:51:58,15:51:18,M,40-44

Laura Earl,"1,669",1:34:26,00:22:52,7:33:59,00:28:09,5:51:56,15:51:22,F,40-44

Jonathen Kwok,"1,670",1:25:25,00:09:26,6:32:22,00:12:49,7:31:26,15:51:29,M,35-39

Ricardo Carreon,"1,671",1:31:24,00:09:08,6:36:33,00:10:57,7:23:39,15:51:41,M,60-64

Jade Elkind,"1,672",1:25:27,00:12:21,7:05:42,00:17:41,6:50:37,15:51:48,F,35-39

Cody Chandler,"1,673",1:30:11,00:14:17,7:23:16,00:12:12,6:32:09,15:52:04,M,40-44

Keith Montague,"1,674",1:32:49,00:08:35,6:46:37,00:11:37,7:13:00,15:52:39,M,55-59

Brad Arnold,"1,675",1:27:24,00:13:03,7:33:51,00:16:59,6:21:32,15:52:49,M,30-34

Katheryn Knutson,"1,676",1:34:44,00:09:23,7:38:29,00:11:14,6:19:02,15:52:52,F,45-49

Scott Crosley,"1,677",1:29:17,00:06:10,7:48:45,00:20:25,6:08:18,15:52:54,M,50-54

Michael Norman,"1,678",1:42:44,00:20:36,6:36:14,00:10:59,7:02:31,15:53:04,M,50-54

Gregg Mckenzie,"1,679",1:31:40,00:12:04,6:58:39,00:13:13,6:57:33,15:53:08,M,50-54

Chad Leinen,"1,680",1:48:43,00:12:48,6:43:10,00:12:12,6:56:29,15:53:22,M,55-59

Jeffery Fulks,"1,681",1:53:34,00:15:25,7:05:52,00:16:30,6:22:01,15:53:23,M,45-49

Pat Mosey,"1,682",1:47:59,00:13:21,7:24:30,00:19:36,6:08:11,15:53:37,F,60-64

Shaine Munoz,"1,683",1:45:52,00:13:36,7:45:07,00:12:18,5:56:54,15:53:48,M,25-29

Clayton Maple,"1,684",1:39:34,00:15:07,7:44:36,00:15:43,5:58:52,15:53:52,M,45-49

Brian Croft,"1,685",1:36:47,00:18:17,7:23:48,00:16:41,6:18:30,15:54:03,M,45-49

Yasir Elhawi,"1,686",1:27:58,00:11:50,7:44:17,00:16:19,6:14:46,15:55:09,M,45-49

Cindy Rivas,"1,687",1:49:00,00:19:05,7:47:19,00:18:45,5:41:10,15:55:19,F,45-49

Austin Richard,"1,688",2:00:08,00:10:44,7:35:19,00:08:45,6:00:23,15:55:20,M,30-34

Raul Magadia,"1,689",2:16:23,00:11:01,7:28:16,00:13:28,5:47:47,15:56:54,M,55-59

Daniel Monreal,"1,690",1:59:29,00:17:03,7:22:05,00:13:17,6:05:09,15:57:03,M,30-34

Brian Schwartz,"1,691",1:47:10,00:21:53,7:07:10,00:15:09,6:25:59,15:57:22,M,45-49

Trev Hall,"1,692",1:52:55,00:08:43,6:37:54,00:11:22,7:06:46,15:57:42,M,50-54

John Levi,"1,693",1:21:40,00:21:15,8:00:20,00:22:30,5:52:09,15:57:54,M,25-29

Scot Mahotz,"1,694",1:48:05,00:14:53,7:22:09,00:13:56,6:18:53,15:57:55,M,50-54

Mario Gonzalez,"1,695",1:59:51,00:13:59,6:51:16,00:11:42,6:41:25,15:58:14,M,55-59

John Amundson,"1,696",1:22:28,00:12:32,7:22:01,00:08:23,6:53:03,15:58:28,M,60-64

Adhitra Pradana Putra,"1,697",1:50:30,00:17:01,6:09:46,00:17:04,7:24:17,15:58:38,M,40-44

Jedrick Burgos,"1,698",1:48:01,00:10:06,6:58:10,00:13:24,6:49:09,15:58:51,M,50-54

Natalia Bohorquez,"1,699",2:01:06,00:09:43,6:38:46,00:13:15,6:56:18,15:59:07,F,30-34

Richard Denny,"1,700",1:29:07,00:17:49,6:37:58,00:16:17,7:18:31,15:59:42,M,35-39

Jonathan Nickel,"1,701",1:40:19,00:15:44,7:50:29,00:14:06,5:59:24,16:00:03,M,25-29

Mike Schur,"1,702",2:05:20,00:09:33,7:17:20,00:13:44,6:14:14,16:00:11,M,50-54

Kirsten Krause,"1,703",1:38:25,00:14:19,7:17:28,00:11:22,6:38:43,16:00:17,F,50-54

Cynthia Clark,"1,704",1:41:51,00:15:46,7:08:20,00:17:57,6:36:24,16:00:17,F,45-49

Carlos Mendez,"1,705",1:30:41,00:13:29,7:38:07,00:16:02,6:22:31,16:00:49,M,50-54

Amy Voegerl,"1,706",1:45:17,00:15:47,7:36:34,00:11:17,6:12:22,16:01:17,F,55-59

Keely Davis,"1,707",1:26:59,00:10:38,7:54:33,00:15:16,6:14:02,16:01:27,F,40-44

Holly Kihm,"1,708",1:22:59,00:09:26,7:11:18,00:19:12,6:59:09,16:02:04,F,45-49

Harrison Zucker,"1,709",1:26:47,00:10:32,6:41:57,00:19:22,7:23:30,16:02:06,M,30-34

Scott Osborne,"1,710",1:19:39,00:09:52,7:03:49,00:09:31,7:19:17,16:02:08,M,50-54

Daniel Licciardi,"1,711",1:34:34,00:13:35,7:21:22,00:18:12,6:34:42,16:02:26,M,50-54

Robert Coggins,"1,712",1:15:03,00:11:53,7:15:48,00:10:43,7:09:12,16:02:39,M,18-24

Jarno Reek,"1,713",1:33:12,00:11:29,7:22:16,00:11:50,6:44:29,16:03:16,M,18-24

Debi Bliazis,"1,714",1:54:14,00:10:21,7:33:33,00:15:26,6:10:34,16:04:08,F,45-49

Texann Bradshaw,"1,715",2:09:09,00:08:00,8:08:47,00:10:25,5:28:11,16:04:32,F,40-44

Tai Nguyen,"1,716",1:50:26,00:11:59,7:26:58,00:12:37,6:22:56,16:04:56,M,50-54

Ciro Mejia,"1,717",1:42:20,00:25:29,7:57:26,00:16:46,5:43:04,16:05:04,M,45-49

Peter Updike,"1,718",2:21:19,00:11:13,7:06:25,00:22:12,6:04:32,16:05:42,M,40-44

Joseph Walker,"1,719",1:17:22,00:10:25,7:08:05,00:13:00,7:16:51,16:05:43,M,25-29

Tim Tarpley,"1,720",1:34:38,00:14:55,6:49:04,00:16:55,7:10:29,16:06:01,M,55-59

Micaela Iantorno,"1,721",1:54:05,00:09:25,7:00:54,00:07:36,6:54:17,16:06:17,F,45-49

Gail Anthony,"1,722",1:46:45,00:10:43,7:01:15,00:09:48,6:58:24,16:06:57,F,50-54

Jonathan Aguilar,"1,723",2:21:22,00:06:32,7:52:28,00:10:52,5:36:08,16:07:22,M,30-34

Anna Brown,"1,724",1:27:01,00:08:56,6:59:54,00:13:07,7:18:27,16:07:24,F,45-49

Duane Diegel,"1,725",1:23:55,00:14:05,7:19:56,00:16:37,6:53:06,16:07:40,M,60-64

Jason Loveland,"1,726",1:48:29,00:11:08,6:47:25,00:14:48,7:06:10,16:08:00,M,50-54

Walter Torres,"1,727",1:45:53,00:12:22,7:05:41,00:15:17,6:48:56,16:08:09,M,50-54

Cass Leblanc,"1,728",1:51:07,00:10:45,7:30:56,00:11:04,6:24:23,16:08:16,M,30-34

Regina Rymal,"1,729",1:21:53,00:11:37,7:25:21,00:11:31,6:58:00,16:08:22,F,35-39

Caesar Vielmas,"1,730",2:11:49,00:15:23,6:03:09,00:11:03,7:27:40,16:09:04,M,45-49

Vanessa Wharton,"1,731",1:31:40,00:07:59,7:53:59,00:05:44,6:30:23,16:09:44,F,25-29

Jennifer Kilgore,"1,732",1:29:20,00:08:46,7:13:49,00:08:30,7:09:31,16:09:55,F,45-49

Dale Woodring,"1,733",1:28:00,00:14:30,7:40:46,00:13:57,6:32:48,16:10:01,M,55-59

Julie Proctor,"1,734",1:33:33,00:09:29,6:47:20,00:17:22,7:22:31,16:10:15,F,60-64

Marcy Garza,"1,735",1:47:57,00:14:08,7:33:14,00:17:09,6:17:51,16:10:18,F,60-64

Anna Clausen,"1,736",1:41:40,00:12:04,7:02:53,00:13:28,7:00:22,16:10:28,F,50-54

YAMIL BARBOSA,"1,737",2:07:30,00:15:47,7:05:30,00:15:54,6:26:06,16:10:47,M,55-59

Adrian Gonzalez,"1,738",1:45:13,00:12:42,7:53:53,00:07:38,6:11:44,16:11:11,M,35-39

Robert Jacobson,"1,739",1:42:07,00:12:00,7:22:36,00:20:15,6:34:22,16:11:20,M,55-59

Laura Barko,"1,740",1:54:47,00:08:57,7:10:38,00:13:25,6:43:37,16:11:24,F,45-49

Kamilla Rymwid,"1,741",1:21:23,00:16:01,7:24:54,00:20:57,6:48:15,16:11:30,F,30-34

Gideon Heymans,"1,742",1:11:25,00:17:41,7:31:54,00:19:45,6:50:54,16:11:39,M,35-39

Doug Miller,"1,743",1:39:34,00:10:09,7:52:08,00:23:12,6:06:51,16:11:55,M,40-44

Suzanne Stites,"1,744",1:40:54,00:11:52,7:08:56,00:10:22,7:00:37,16:12:41,F,55-59

Monica Diaz,"1,745",1:53:22,00:12:16,7:30:10,00:16:01,6:21:25,16:13:14,F,50-54

Stephanie Garrett,"1,746",1:47:09,00:10:18,7:18:17,00:12:40,6:45:01,16:13:24,F,55-59

Jaime Farias,"1,747",1:22:00,00:09:32,7:38:16,00:09:40,6:54:35,16:14:03,M,40-44

Jenny Wallace,"1,748",1:37:08,00:11:43,7:44:03,00:10:09,6:31:22,16:14:26,F,35-39

Tommy Ver Brugge,"1,749",1:10:18,00:09:50,6:55:27,00:15:20,7:44:24,16:15:19,M,30-34

Piotr Kosno,"1,750",1:42:03,00:10:56,8:07:26,00:09:08,6:06:17,16:15:50,M,50-54

Jarek Tadla,"1,751",2:09:21,00:22:59,7:34:59,00:13:38,5:54:56,16:15:53,M,50-54

Kristine Renninger,"1,752",1:35:55,00:15:16,7:01:39,00:19:48,7:03:17,16:15:55,F,50-54

Jan Blaszczyk,"1,753",2:09:30,00:22:59,7:34:30,00:14:04,5:54:59,16:16:03,M,35-39

Brian Coleman,"1,754",1:33:43,00:19:26,7:59:54,00:11:08,6:12:00,16:16:11,M,40-44

Pamela Archuletta,"1,755",1:49:02,00:16:42,7:06:50,00:22:01,6:41:52,16:16:27,F,50-54

Tj Schraufnagel,"1,756",1:34:21,00:18:37,6:56:21,00:17:06,7:10:05,16:16:29,M,40-44

Kirsten Cooley,"1,757",1:51:28,00:15:01,7:46:44,00:17:29,6:06:05,16:16:47,F,30-34

Evan Ledet,"1,758",1:59:20,00:20:28,7:02:16,00:14:47,6:40:03,16:16:54,M,50-54

Michael Rodriguez,"1,759",1:21:57,00:13:56,7:25:36,00:10:05,7:05:27,16:17:01,M,55-59

Joseph Stout,"1,760",1:37:42,00:16:13,7:52:45,00:14:09,6:16:34,16:17:23,M,25-29

Diane Tracy,"1,761",1:40:43,00:12:16,6:38:08,00:16:45,7:29:36,16:17:27,F,70-74

Amy Purvis,"1,762",1:52:22,00:10:53,7:42:29,00:12:24,6:19:21,16:17:29,F,55-59

